"","date","Address","pcode","County","cost","market","vat","des"
"22981","04/04/2017","48  MAPLEWOOD RD, SPRINGFIELD, TALLAGHT DUBLIN 24","Dublin 24","Dublin","212,000.00","No","No","Second-Hand Dwelling house /Apartment"
"22991","04/04/2017","48 Belarmine Grove, Belarmine Woods, Stepaside","Dublin 18","Dublin","455,000.00","No","Yes","New Dwelling house /Apartment"
"2300","04/04/2017","499 COLLINS AVE WEST, WHITEHALL, DUBLIN 9","Dublin 9","Dublin","345,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23011","04/04/2017","5 SPENCER PLACE, DUBLIN 3, DUBLIN","Dublin 3","Dublin","136,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23021","04/04/2017","6 KILMAINHAM LANE ADJOINED SIDES, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin","200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23031","04/04/2017","6 The Avenue, Carrickmines Green, Glenamuck Road","Dublin 18","Dublin","458,150.00","No","Yes","New Dwelling house /Apartment"
"23041","04/04/2017","60 PARK BLVD, FRENCH PARK, TYRRELSTOWN DUBLIN 15","Dublin 15","Dublin","237,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23051","04/04/2017","65 FERGUSON ROAD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","367,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23061","04/04/2017","66 GLENEALY DOWNS, HUNTSTOWN, DUBLIN 15","Dublin 15","Dublin","180,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"23071","04/04/2017","68 EGLINTON RD, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","4,250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23081","04/04/2017","7 CRUAGH COURT, CRUAGH MANOR, STEPASIDE DUBLIN 18","Dublin 18","Dublin","410,300.00","No","No","Second-Hand Dwelling house /Apartment"
"23091","04/04/2017","7 STANAWAY ROAD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","296,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23101","04/04/2017","70 CHANEL RD, COOLOCK, DUBLIN 5","Dublin 5","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23111","04/04/2017","76, BUTTERCUP PARK, DARNDALE DUBLIN 17","Dublin 17","Dublin","68,250.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2312","04/04/2017","78 BURNELL PARK AVE, CARPENTERSTOWN, DUBLIN 15","Dublin 15","Dublin","506,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2313","04/04/2017","APT 12 SHANWAN HALL, SHANWAN RD, BALLYMUN DUBLIN 9","Dublin 9","Dublin","145,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2314","04/04/2017","APT 187, CLIFDEN COURT, ELLIS QUAY DUBLIN 7","Dublin 7","Dublin","223,500.00","No","No","Second-Hand Dwelling house /Apartment"
"23151","04/04/2017","APT 1, 113 115 STRAND RD, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin","280,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23161","04/04/2017","APT 5, PARK COURT, PECKS LANE DUBLIN 15","Dublin 15","Dublin","140,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2317","04/04/2017","APT 9 STOCKING WELL ROW, STOCKING AVE RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","237,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23181","05/04/2017","1 SHAMROCK PLACE, NORTH STRAND, DUBLIN 1","Dublin 1","Dublin","140,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2319","05/04/2017","116 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2","Dublin 2","Dublin","395,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23201","05/04/2017","12 THE PARK, PHEASANT RUN, CLONEE DUBLIN 15","Dublin 15","Dublin","200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23211","05/04/2017","143 IVY EXCHANGE, PARNELL ST, DUBLIN 1","Dublin 1","Dublin","77,935.67","Yes","No","Second-Hand Dwelling house /Apartment"
"2322","05/04/2017","15 ARD MOR DR, FORTUNESTOWN LANE, TALLAGHT","Dublin 24","Dublin","205,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2323","05/04/2017","16 RIVERSDALE CRESCENT, CLONDALKIN, DUBLIN","Dublin 22","Dublin","270,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23241","05/04/2017","20 KILCROSS SQ, SIMONS RIDGE, SANDYFORD","Dublin 18","Dublin","380,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23251","05/04/2017","21 BIRCHVIEW LAWN, KILNAMANAGH, TALLAGHT DUBLIN 24","Dublin 24","Dublin","315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2326","05/04/2017","23 THE COURT, HENRIETTA PLACE, DUBLIN 1","Dublin 1","Dublin","174,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2327","05/04/2017","25 TORY SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","224,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2328","05/04/2017","251 RAHENY RD, DUBLIN 5, DUBLIN","Dublin 5","Dublin","295,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2329","05/04/2017","27 RICHMOND SQ, MORNING STAR AVE, NORTH BRUNSWICK ST DUBLIN 7","Dublin 7","Dublin","190,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23301","05/04/2017","28 GREENORE TERRACE, OFF LR GRAND CANAL ST, DUBLIN 2","Dublin 2","Dublin","337,500.00","No","No","Second-Hand Dwelling house /Apartment"
"23311","05/04/2017","3 OAK VIEW, SANTRY, DUBLIN 9","Dublin 9","Dublin","276,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2332","05/04/2017","30 BELLGREE BLVD, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin","230,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2333","05/04/2017","32 BODEN HEATH, RATHFARHAM, DUBLIN 14","Dublin 16","Dublin","285,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23341","05/04/2017","38 FURRY PARK RD, KILLESTER, DUBLIN 5","Dublin 5","Dublin","525,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23351","05/04/2017","39 MILLPARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2336","05/04/2017","4 SEAFIELD DOWNS, CLONTARF, DUBLIN 3","Dublin 3","Dublin","445,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23371","05/04/2017","40 CEDARBROOK WALK, CHERRYORCHARD, DUBLIN 10","Dublin 10","Dublin","63,228.17","Yes","No","Second-Hand Dwelling house /Apartment"
"23381","05/04/2017","40 THE MEADOWS, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","201,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23391","05/04/2017","41 FINGAL STREET, DUBLIN 8","Dublin 8","Dublin","215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23401","05/04/2017","47 NORTH GREAT GEORGES ST, DUBLIN 1, DUBLIN","Dublin 1","Dublin","550,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23411","05/04/2017","5 MOUNT EUSTACE AVE, TYRRELSTOWN DUBLIN 15, DUBLIN","Dublin 15","Dublin","205,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23421","05/04/2017","51 MURTAGH RD, DUBLIN","Dublin 15","Dublin","30,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"23431","05/04/2017","57 TAMARISK WAY, KILNAMANAGH, DUBLIN 24","Dublin 24","Dublin","209,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2344","05/04/2017","58 The Avenue, Scholarstown Wood, Rathfarnham","Dublin 16","Dublin","418,600.00","No","Yes","New Dwelling house /Apartment"
"2345","05/04/2017","6 Barnwell Chase, Hansfield, Barnwell","Dublin 15","Dublin","263,876.65","No","Yes","New Dwelling house /Apartment"
"23461","05/04/2017","6 THE QUARRY, CARRICKHILL RD UPPER, PORTMARNOCK","Dublin 13","Dublin","236,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2347","05/04/2017","63 WEST RD, EAST WALL, DUBLIN 3","Dublin 3","Dublin","353,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23481","05/04/2017","74 DERRYNANE GARDENS, DUBLIN 4, DUBLIN","Dublin 4","Dublin","480,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23491","05/04/2017","76 FORTLAWN DR, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","162,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2350","05/04/2017","8 ASTON HOUSE, ASTON PLACE, DUBLIN","Dublin 2","Dublin","330,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2351","05/04/2017","83 CHURCHWELL RD, BELMAYNE, BALGRIFFIN DUBLIN 13","Dublin 13","Dublin","175,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2352","05/04/2017","9 Belarmine Lawns, Belarmine Woods","Dublin 18","Dublin","374,450.00","No","Yes","New Dwelling house /Apartment"
"2353","05/04/2017","9 SEAFIELD DOWNS, CLONTARF, DUBLIN 3","Dublin 3","Dublin","425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2354","05/04/2017","93 ST DAVIDS, ARTANE, DUBLIN 5","Dublin 5","Dublin","405,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2355","05/04/2017","APT 1, 14 PROSPECT RD, GLASNEVIN DUBLIN 9","Dublin 9","Dublin","182,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2356","05/04/2017","APT 26, 55 MOUNTJOY SQ WEST, DUBLIN 1","Dublin 1","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23571","05/04/2017","APT 377 THE OAKS, TRIMBLESTOWN, GOATSTOWN ROAD","Dublin 15","Dublin","550,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23581","05/04/2017","APT 7 ROSEBANK PLACE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","155,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2359","05/04/2017","APT. 1 PARK HOUSE, ASHDALE RD, TERENURE DUBLIN 6W","Dublin 15","Dublin","481,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2360","06/04/2017","1 THE WALK, CARRICKMINES MANOR, GLENAMUCK RD","Dublin 18","Dublin","135,550.66","No","No","Second-Hand Dwelling house /Apartment"
"23611","06/04/2017","10 HAMPTON WOOD PARK, ST MARGARETS RD, DUBLIN","Dublin 11","Dublin","188,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23621","06/04/2017","10 THE GARDENS, CARRICKMINES MANOR, GLENAMUCK RD","Dublin 18","Dublin","206,035.24","No","No","Second-Hand Dwelling house /Apartment"
"2363","06/04/2017","10 THE VIEW, CARRICKMINES MANOR, GLENAMUCK RD","Dublin 18","Dublin","144,361.23","No","No","Second-Hand Dwelling house /Apartment"
"23641","06/04/2017","11 HOLLYBANK AVE LOWER, RANELAGH, DUBLIN 6","Dublin 6","Dublin","750,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23651","06/04/2017","12 THE GARDENS, CARRICKMINES MANOR, GLENAMUCK RD","Dublin 18","Dublin","206,035.24","No","No","Second-Hand Dwelling house /Apartment"
"23661","06/04/2017","129 NEPHIN RD, CABRA, DUBLIN 7","Dublin 7","Dublin","350,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23671","06/04/2017","147 EDENMORE AVE, RAHENY DUBLIN 5, DUBLIN","Dublin 5","Dublin","80,307.67","Yes","No","Second-Hand Dwelling house /Apartment"
"23681","06/04/2017","178 GRACE PARK RD, DUBLIN 9, DUBLIN","Dublin 9","Dublin","462,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23691","06/04/2017","18 SHANLISS RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","367,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23701","06/04/2017","189 CLONLIFFE RD, DUBLIN 3, DUBLIN","Dublin 3","Dublin","492,500.00","No","No","Second-Hand Dwelling house /Apartment"
"23711","06/04/2017","19 CARRIGMORE LAWNS, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","162,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2372","06/04/2017","2 WATERSIDE LAWN, WATERSIDE, SWORDS RD","Dublin 9","Dublin","240,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2373","06/04/2017","21 THE VIEW, CARRICKMINES MANOR, GLENAMUCK RD","Dublin 18","Dublin","146,563.88","No","No","Second-Hand Dwelling house /Apartment"
"23741","06/04/2017","227 OLCOVAR, DUBLIN RD, SHANKILL","Dublin 18","Dublin","216,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23751","06/04/2017","25 Abbot's Grove, Knocklyon, Dublin 16","Dublin 16","Dublin","325,110.13","No","Yes","New Dwelling house /Apartment"
"23761","06/04/2017","25 KNOCKLYON GROVE, DUBLIN 16, DUBLIN","Dublin 16","Dublin","410,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2377","06/04/2017","26 GLENBOURNE RD, LEOPARDSTOWN VALLEY, DUBLIN 18","Dublin 18","Dublin","433,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23781","06/04/2017","28 PARK COURT, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","421,000.00","No","No","Second-Hand Dwelling house /Apartment"
"23791","06/04/2017","29 HIGHFIELD RD, RATHGAR, DUBLIN 6","Dublin 6","Dublin","3,400,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2380","06/04/2017","3 Brookfield Mews, Brookfield Terrace, Blackrock","Dublin 24","Dublin","837,004.00","No","Yes","New Dwelling house /Apartment"
"2381","06/04/2017","32 BARLEY HOUSE, CORK ST, DUBLIN 8","Dublin 8","Dublin","160,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2382","06/04/2017","34 THE CRESCENT, CARRICKMINES MANOR, GLENAMUCK RD","Dublin 18","Dublin","137,753.30","No","No","Second-Hand Dwelling house /Apartment"
"2383","06/04/2017","34 The Lawn, Hansfield Wood, Hansfield","Dublin 15","Dublin","264,300.00","No","Yes","New Dwelling house /Apartment"
"2384","06/04/2017","3, HAZELBROOK SQUARE, CHURCHTOWN","Dublin 14","Dublin","440,520.00","No","Yes","New Dwelling house /Apartment"
"2385","06/04/2017","44 CEDERBROOK WALK, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","50,540.82","Yes","No","Second-Hand Dwelling house /Apartment"
"2386","06/04/2017","45 ABBEYFIELD, MILLTOWN, DUBLIN 6","Dublin 6","Dublin","397,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2387","06/04/2017","46 THE CRESCENT, CARRICKMINES MANOR, GLENAMUCK RD","Dublin 18","Dublin","139,955.95","No","No","Second-Hand Dwelling house /Apartment"
"2388","06/04/2017","47 THE LIGHTHOUSE APTS, CHURCH RD, EAST WALL DUBLIN 3","Dublin 3","Dublin","309,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2389","06/04/2017","5 CLONMORE COURT, BALLYMUN RD, GLASNEVIN DUBLIN 9","Dublin 9","Dublin","255,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2390","06/04/2017","6 ORCHARDSTOWN PARK, TEMPLEOGUE, DUBLIN 14","Dublin 14","Dublin","565,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2391","06/04/2017","64 HOWTH RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","655,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2392","06/04/2017","64 NASH ST, INCHICORE, DUBLIN 8","Dublin 8","Dublin","181,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2393","06/04/2017","68 ORANMORE RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","60,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2394","06/04/2017","7 MAPLEWOOD DR, SPRINGFIELD, TALLAGHT DUBLIN 24","Dublin 24","Dublin","200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2395","06/04/2017","7 THE WALK, CARRICKMINES MANOR, GLENAMUCK RD","Dublin 18","Dublin","135,550.66","No","No","Second-Hand Dwelling house /Apartment"
"2396","06/04/2017","70 KYLEMORE AVE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","231,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2397","06/04/2017","72 Diswelltown Manor, Porterstown Road, Castleknock","Dublin 15","Dublin","383,259.91","No","Yes","New Dwelling house /Apartment"
"2398","06/04/2017","77 ERRIS SQ, BLANCHARDSTOWN, DUBLIN","Dublin 15","Dublin","230,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2399","06/04/2017","9 LORNE TERRACE, OFF BROOKFEILD RD, KILMAINHAM DUBLIN 8","Dublin 8","Dublin","368,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2400","06/04/2017","APT'S  1 - 16, 23 HARRINGTON ST, DUBLIN 8","Dublin 8","Dublin","1,140,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2401","06/04/2017","APT 13, ST CATHERINES COURT, BRIDGEFOOT ST DUBLIN 8","Dublin 8","Dublin","195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2402","06/04/2017","APT 2 LISSANE APTS, OLD CORDUFF RD, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","172,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2403","06/04/2017","APT 408, OLD CHOCOLATE FCTRY, KILMAINHAM SQ DUBLIN 8","Dublin 8","Dublin","263,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2404","07/04/2017","10 CARLTON COURT, CLONTARF, DUBLIN 3","Dublin 3","Dublin","243,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2405","07/04/2017","101 DONAGHMEDE RD, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2406","07/04/2017","102 Diswellstown Manor, Castleknock, Dublin 15","Dublin 15","Dublin","555,000.66","No","Yes","New Dwelling house /Apartment"
"2407","07/04/2017","113 BALLYFERMOT AVE, DUBLIN 10, DUBLIN","Dublin 10","Dublin","181,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2408","07/04/2017","115N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","495,000.00","No","No","New Dwelling house /Apartment"
"2409","07/04/2017","123 COLLINS PARK, WHITEHALL, DUBLIN 9","Dublin 9","Dublin","326,213.50","No","No","Second-Hand Dwelling house /Apartment"
"2410","07/04/2017","14 PIGEON HOUSE RD, RINGSEND, DUBLIN 4","Dublin 4","Dublin","275,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2411","07/04/2017","141 VILLA PARK GARDENS, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","400,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2412","07/04/2017","154 TRIMBLESTON, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin","400,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2413","07/04/2017","160 BACHELORS WALK, DUBLIN 1, DUBLIN","Dublin 1","Dublin","72,500.00","No","No","Second-Hand Dwelling house /Apartment"
"2414","07/04/2017","17 ST LAURENCE GROVE, CHAPELIZOD, DUBLIN 20","Dublin 20","Dublin","355,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2415","07/04/2017","2 DELHURST CLOSE, ONGAR, CLONEE DUBLIN 15","Dublin 15","Dublin","165,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2416","07/04/2017","2 Hampton Lodge Walk, Gracepark Road, Drumcondra","Dublin 9","Dublin","411,453.00","No","Yes","New Dwelling house /Apartment"
"2417","07/04/2017","20 WOODFIELD TERRACE, SARSFIELD RD, INCHICORE DUBLIN 8","Dublin 10","Dublin","280,171.00","No","No","Second-Hand Dwelling house /Apartment"
"2418","07/04/2017","205 SUTTON PARK, SUTTON, DUBLIN 13","Dublin 13","Dublin","525,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2419","07/04/2017","21 ROPEWALK PLACE, RINGSEND, DUBLIN 4","Dublin 4","Dublin","382,082.00","No","No","Second-Hand Dwelling house /Apartment"
"2420","07/04/2017","215 CHARLOTT QUAY DOCK, GRAND CANAL, DUBLIN 4","Dublin 4","Dublin","440,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2421","07/04/2017","22 TRIMBLESTON, GOATSTOWN RD, DUBLIN","Dublin 14","Dublin","400,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2422","07/04/2017","26 Belarmine Lawns, Belarmine Woods, Stepaside","Dublin 18","Dublin","374,500.00","No","Yes","New Dwelling house /Apartment"
"2423","07/04/2017","26 MOUNTDOWN RD, MANOR ESTATE, DUBLIN 12","Dublin 12","Dublin","525,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2424","07/04/2017","3 Castleknock Cross, Castleknock, Dublin 15","Dublin 15","Dublin","722,446.96","No","Yes","New Dwelling house /Apartment"
"2425","07/04/2017","3 CRANNAGH COURT, CRANNAGH RD, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin","350,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2426","07/04/2017","3 PROSPECT HILL, BLOCK 6, FINGLAS DUBLIN 11","Dublin 11","Dublin","190,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2427","07/04/2017","3 RIVERSIDE DR, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","310,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2428","07/04/2017","30 BELARMINE LAWNS, BELERMINE WOODS, STEPASIDE","Dublin 18","Dublin","387,665.00","No","Yes","New Dwelling house /Apartment"
"2429","07/04/2017","30 CLONTURK PARK, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","485,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2430","07/04/2017","313N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","520,000.00","No","No","New Dwelling house /Apartment"
"2431","07/04/2017","315S, LONGBOAT QUAY SOUTH, SIR JOHN ROGERSONS QUAY","Dublin 2","Dublin","530,000.00","No","No","New Dwelling house /Apartment"
"2432","07/04/2017","369, GALTYMORE ROAD, DRIMNAGH DUBLIN 12","Dublin 12","Dublin","122,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2433","07/04/2017","37 KILGOBBIN HEIGHTS, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","725,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2434","07/04/2017","405N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","505,000.00","No","No","New Dwelling house /Apartment"
"2435","07/04/2017","41 CAMDEN LOCK, RINGSEND, DUBLIN 4","Dublin 4","Dublin","307,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2436","07/04/2017","43 COLLEGEFORT, CASTLEKNOCK, DUBLIN","Dublin 15","Dublin","221,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2437","07/04/2017","47 HOLLYWOODRATH CRESCENT, HYOLLYSTOWN, DUBLIN 15","Dublin 15","Dublin","358,500.00","No","Yes","New Dwelling house /Apartment"
"2438","07/04/2017","47 ST ANNES SQ, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","397,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2439","07/04/2017","49 WINDMILL LANE APTS, WINDMILL LANE, DUBLIN 2","Dublin 2","Dublin","295,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2440","07/04/2017","5 CASTLEMOYNE, BALGRIFFIN, DUBLIN 13","Dublin 13","Dublin","475,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2441","07/04/2017","503N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","520,000.00","No","No","New Dwelling house /Apartment"
"2442","07/04/2017","507S, LONGBOAT QUAY SOUTH, Sir John Rogersons Quay","Dublin 2","Dublin","460,000.00","No","No","New Dwelling house /Apartment"
"2443","07/04/2017","508N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","545,000.00","No","No","New Dwelling house /Apartment"
"2444","07/04/2017","512N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","555,000.00","No","No","New Dwelling house /Apartment"
"2445","07/04/2017","522S, LONGBOAT QUAY SOUTH, SIR JOHN ROGERSONS QUAY","Dublin 2","Dublin","320,000.00","No","No","New Dwelling house /Apartment"
"2446","07/04/2017","523N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","470,000.00","No","No","New Dwelling house /Apartment"
"24471","07/04/2017","524S, LONGBOAT QUAY SOUTH, SIR JOHN ROGERSONS QUAY","Dublin 2","Dublin","540,000.00","No","No","New Dwelling house /Apartment"
"2448","07/04/2017","528N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","570,000.00","No","No","New Dwelling house /Apartment"
"2449","07/04/2017","529N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","620,000.00","No","No","New Dwelling house /Apartment"
"2450","07/04/2017","55 ST MARYS PARK, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","275,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2451","07/04/2017","56 GRANGE ABBEY GROVE, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","287,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2452","07/04/2017","6 Barnwell Road, Hansfield","Dublin 15","Dublin","246,696.00","No","Yes","New Dwelling house /Apartment"
"2453","07/04/2017","70 GLOUSTER SQ, DUBLIN 1, DUBLIN","Dublin 1","Dublin","300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2454","07/04/2017","719N, Longboat Quay North, Sir John Rogerson's Quay","Dublin 2","Dublin","475,000.00","No","No","New Dwelling house /Apartment"
"24551","07/04/2017","8 Parkside Square, Malahide Road","Dublin 13","Dublin","325,991.19","No","Yes","New Dwelling house /Apartment"
"2456","07/04/2017","APT 15, 6 MOUNTJOY SQ NORTH, DUBLIN 1","Dublin 1","Dublin","232,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2457","07/04/2017","APT 4 LARAGH GRACE PARK COURT, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","192,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2458","07/04/2017","APT 47, TIMBER MILLS, KILMORE RD DUBLIN 5","Dublin 5","Dublin","240,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2459","07/04/2017","APT 4, DEAN STREET, DUBLIN 8","Dublin 8","Dublin","175,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2460","07/04/2017","APT 5, THE DAINTREE BUILDING, 61-62 PLEASANTS PLACE","Dublin 8","Dublin","469,500.00","No","No","Second-Hand Dwelling house /Apartment"
"24611","07/04/2017","APT 8, ST PATRICKS COURT, 74 77 CLANBRASSIL ST UPPER","Dublin 8","Dublin","180,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2462","07/04/2017","APT.32 - MILL HOUSE, FOLEY STREET, DUBLIN 1","Dublin 1","Dublin","240,000.00","No","No","Second-Hand Dwelling house /Apartment"
"24631","07/04/2017","ST FINTANS, STRAND RD, SUTTON DUBLIN 13","Dublin 13","Dublin","805,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2464","10/04/2017","1 Diswellstown Manor, Carpenterstown","Dublin 15","Dublin","616,740.00","No","Yes","New Dwelling house /Apartment"
"24651","10/04/2017","10 OULTON RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","905,000.00","No","No","Second-Hand Dwelling house /Apartment"
